panel,model,beta_ln_price_lag1,se,pvalue,N
cities,OLS_cluster_route,-0.11262127882587152,0.048770198294427525,0.020931192606179816,27305
cities,FE_route_year,-0.6557584842770219,0.04313793647189282,0.0,27305
